code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date
1899187,KOHLBACHER Jannik,KOHLBACHER J,Jannik KOHLBACHER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,193.0,,['Handball'],['Men'],1995-07-19
1899193,WOLFF Andreas,WOLFF A,Andreas WOLFF,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198.0,,['Handball'],['Men'],1991-03-03
1899194,BERGER Amelie,BERGER A,Amelie BERGER,Female,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,170.0,,['Handball'],['Women'],1999-07-22
1899196,FILTER Katharina,FILTER K,Katharina FILTER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,180.0,,['Handball'],['Women'],1999-02-04
1899199,LOTT Annika,LOTT A,Annika LOTT,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,180.0,,['Handball'],['Women'],1999-12-07
1899200,MAIDHOF Julia,MAIDHOF J,Julia MAIDHOF,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,176.0,,['Handball'],['Women'],1998-03-13
1899201,WACHTER Sarah,WACHTER S,Sarah WACHTER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,182.0,,['Handball'],['Women'],1999-12-16
1899202,ZSCHOCKE Mia,ZSCHOCKE M,Mia ZSCHOCKE,Female,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,178.0,,['Handball'],['Women'],1998-05-28
1899204,GRIJSEELS Alina,GRIJSEELS A,Alina GRIJSEELS,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,175.0,,['Handball'],['Women'],1996-04-12
1899206,HEYMANN Sebastian,HEYMANN S,Sebastian HEYMANN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198.0,,['Handball'],['Men'],1998-03-01
1899214,KNORR Juri,KNORR J,Juri KNORR,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,191.0,,['Handball'],['Men'],2000-05-09
1899225,ANTL Lisa,ANTL L,Lisa ANTL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,173.0,,['Handball'],['Women'],2000-06-21
1899226,WITZKE Luca,WITZKE L,Luca WITZKE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,191.0,,['Handball'],['Men'],1999-04-03
1899227,KOESTER Julian,KOESTER J,Julian KOESTER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,200.0,,['Handball'],['Men'],2000-03-16
1899229,BEHREND Jenny,BEHREND J,Jenny BEHREND,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,170.0,,['Handball'],['Women'],1996-01-20
1899231,USCINS Renars,USCINS R,Renars USCINS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,189.0,,['Handball'],['Men'],2002-04-29
1899237,FISCHER Justus,FISCHER J,Justus FISCHER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,194.0,,['Handball'],['Men'],2003-02-06
1899239,GOLLA Johannes,GOLLA J,Johannes GOLLA,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,195.0,,['Handball'],['Men'],1997-11-05
1899241,LEUCHTER Viola,LEUCHTER V,Viola LEUCHTER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,187.0,,['Handball'],['Women'],2004-06-15
1899246,STEINERT Christoph,STEINERT C,Christoph STEINERT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,196.0,,['Handball'],['Men'],1990-01-18
1899247,HORNKE Tim,HORNKE T,Tim HORNKE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,188.0,,['Handball'],['Men'],1990-08-04
1899252,MERTENS Lukas,MERTENS L,Lukas MERTENS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,182.0,,['Handball'],['Men'],1996-03-22
1899256,SPAETH David,SPAETH D,David SPAETH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,200.0,,['Handball'],['Men'],2002-04-29
1899257,STOCKSCHLAEDER Johanna Maria,STOCKSCHLAEDER JM,Johanna Maria STOCKSCHLAEDER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,167.0,,['Handball'],['Women'],1995-02-11
1903017,CINDRIC Luka,CINDRIC L,Luka CINDRIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,182.0,,['Handball'],['Men'],1993-07-05
1903019,DUVNJAK Domagoj,DUVNJAK D,Domagoj DUVNJAK,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,198.0,,['Handball'],['Men'],1988-06-01
1903024,GRAHOVAC Nikola,GRAHOVAC N,Nikola GRAHOVAC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,201.0,,['Handball'],['Men'],1998-12-14
1903322,KLARICA Luka Lovre,KLARICA LL,Luka Lovre KLARICA,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,197.0,,['Handball'],['Men'],2001-09-25
1903327,KUZMANOVIC Dominik,KUZMANOVIC D,Dominik KUZMANOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,193.0,,['Handball'],['Men'],2002-08-15
1903328,LUCIN Tin,LUCIN T,Tin LUCIN,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,197.0,,['Handball'],['Men'],1999-08-16
1903333,MANDIC Matej,MANDIC M,Matej MANDIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,206.0,,['Handball'],['Men'],2002-05-02
1903337,MARTINOVIC Ivan,MARTINOVIC I,Ivan MARTINOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,194.0,,['Handball'],['Men'],1998-01-06
1903339,MIHIC Lovro,MIHIC L,Lovro MIHIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,181.0,,['Handball'],['Men'],1994-08-25
1903343,NACINOVIC Veron,NACINOVIC V,Veron NACINOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,204.0,,['Handball'],['Men'],2000-03-07
1903352,SARAC Josi,SARAC J,Josip SARAC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,200.0,,['Handball'],['Men'],1998-02-24
1903354,SIPIC Marin,SIPIC M,Marin SIPIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,190.0,,['Handball'],['Men'],1996-04-29
1903358,SOSTARIC Mario,SOSTARIC M,Mario SOSTARIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,193.0,,['Handball'],['Men'],1992-11-25
1903359,SRNA Zvonimir,SRNA Z,Zvonimir SRNA,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,202.0,,['Handball'],['Men'],1998-01-18
1905747,ALBERTO Marta,ALBERTO M,Marta ALBERTO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,182.0,,['Handball'],['Women'],1995-02-10
1906099,PAULO Eliane,PAULO E,Eliane PAULO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,181.0,,['Handball'],['Women'],1999-03-09
1906110,QUIZELETE Marilia,QUIZELETE M,Marilia QUIZELETE,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,173.0,,['Handball'],['Women'],1997-06-03
1906349,GABRIEL Chelcia,GABRIEL C,Chelcia GABRIEL,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,170.0,,['Handball'],['Women'],2000-09-24
1906365,ROSARIO Dolores,ROSARIO D,Dolores ROSARIO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,176.0,,['Handball'],['Women'],2003-04-01
1906379,MARIO Liliane,MARIO L,Liliane MARIO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,177.0,,['Handball'],['Women'],2004-11-16
1906584,NENGANGA Vilma,NENGANGA V,Vilma NENGANGA,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,177.0,,['Handball'],['Women'],1996-09-12
1906704,MACHADO Juliana,MACHADO J,Juliana MACHADO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,172.0,,['Handball'],['Women'],1994-11-06
1907753,FONSECA Natalia,FONSECA N,Natalia FONSECA,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,164.0,,['Handball'],['Women'],1998-12-25
1907868,CARLOS Azenaide,CARLOS A,Azenaide CARLOS,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,173.0,,['Handball'],['Women'],1990-06-14
1907946,PASCOAL Stelvia,PASCOAL S,Stelvia PASCOAL,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,172.0,,['Handball'],['Women'],2002-10-20
1907972,KASSOMA Albertina,KASSOMA A,Albertina KASSOMA,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,185.0,,['Handball'],['Women'],1996-06-12
1908136,PAULO Helena,PAULO H,Helena PAULO,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,173.0,,['Handball'],['Women'],1998-01-24
1908152,SANTOS Natalia,SANTOS N,Natalia SANTOS,Female,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,173.0,,['Handball'],['Women'],1986-12-25
1922139,OSULLIVAN Christian,OSULLIVAN C,Christian OSULLIVAN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,190.0,,['Handball'],['Men'],1991-08-22
1927616,GIM Boeun,GIM B,GIM Boeun,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,177.0,,['Handball'],['Women'],1997-12-08
1927619,HAN Miseul,HAN M,HAN Miseul,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,178.0,,['Handball'],['Women'],1993-08-13
1927621,JEON Jiyeon,JEON J,JEON Jiyeon,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,168.0,,['Handball'],['Women'],2003-05-02
1927623,JEONG Jinhui,JEONG J,JEONG Jinhui,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,180.0,,['Handball'],['Women'],1999-03-24
1927625,JO Eunbeen,JO E,JO Eunbeen,Female,Alternate Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,163.0,,['Handball'],['Women'],2001-04-18
1927629,KANG Eunhye,KANG E,KANG Eunhye,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,186.0,,['Handball'],['Women'],1996-04-17
1927630,KANG Eunseo,KANG E,KANG Eunseo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,169.0,,['Handball'],['Women'],1999-03-04
1927632,KANG Kyungmin,KANG K,KANG Kyungmin,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,165.0,,['Handball'],['Women'],1996-11-08
1927633,KIM Dayoung,KIM D,KIM Dayoung,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,170.0,,['Handball'],['Women'],1996-09-16
1927647,LEE Minji,LEE M,LEE Minji,Female,Alternate Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,174.0,,['Handball'],['Women'],2000-04-12
1927652,PARK Saeyoung,PARK S,PARK Saeyoung,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,176.0,,['Handball'],['Women'],1994-08-11
1927654,RYU Eun Hee,RYU EH,RYU Eun Hee,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,179.0,,['Handball'],['Women'],1990-02-24
1927657,SHIN Eunjoo,SHIN E,SHIN Eunjoo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,170.0,,['Handball'],['Women'],1993-09-09
1927658,SHIN Jinmi,SHIN J,SHIN Jinmi,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,167.0,,['Handball'],['Women'],1998-06-23
1927660,SONG Haeri,SONG H,SONG Haeri,Female,Alternate Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,173.0,,['Handball'],['Women'],1997-10-02
1927663,SONG Jiyoung,SONG J,SONG Jiyoung,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,164.0,,['Handball'],['Women'],1996-05-05
1927665,WOO Bitna,WOO B,WOO Bitna,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,172.0,,['Handball'],['Women'],2001-10-23
1927917,ZEIN Ali,ZEIN A,Ali ZEIN,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,191.0,,['Handball'],['Men'],1990-12-14
1927920,ABDOU Abdelrahman,ABDOU A,Abdelrahman ABDOU,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,196.0,,['Handball'],['Men'],1996-01-30
1928036,ADEL Ahmed,ADEL A,Ahmed ADEL,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,184.0,,['Handball'],['Men'],1994-11-25
1928041,ELWAKIL Omar,ELWAKIL O,Omar ELWAKIL,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,174.0,,['Handball'],['Men'],1988-05-14
1928063,ELDERAA Seif,ELDERAA S,Seif ELDERAA,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,187.0,,['Handball'],['Men'],1998-09-19
1928083,HESHAM Ahmed,HESHAM A,Ahmed HESHAM,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,191.0,,['Handball'],['Men'],2000-05-15
1928146,OMAR Yahia,OMAR Y,Yahia OMAR,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,195.0,,['Handball'],['Men'],1997-09-09
1928155,ELDERAA Yehia,ELDERAA Y,Yehia ELDERAA,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,192.0,,['Handball'],['Men'],1995-07-17
1929207,LEKAI Mate,LEKAI M,Mate LEKAI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,190.0,,['Handball'],['Men'],1988-06-16
1929214,BANHIDI Bence,BANHIDI B,Bence BANHIDI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,206.0,,['Handball'],['Men'],1995-02-09
1929219,FAZEKAS Gergo,FAZEKAS G,Gergo FAZEKAS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,190.0,,['Handball'],['Men'],2003-10-31
1929226,PALASICS Kristof,PALASICS K,Kristof PALASICS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,199.0,,['Handball'],['Men'],2002-04-19
1931500,YOUSRI Akram,YOUSRI A,Akram YOUSRI,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,180.0,,['Handball'],['Men'],1994-11-22
1931818,ELMASRY Ibrahim,ELMASRY I,Ibrahim ELMASRY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,196.0,,['Handball'],['Men'],1989-03-11
1931829,HENDAWY Karim,HENDAWY K,Karim HENDAWY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,188.0,,['Handball'],['Men'],1988-05-01
1931916,ABDELHAK Mohab,ABDELHAK M,Mohab ABDELHAK,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,194.0,,['Handball'],['Men'],2003-01-20
1932109,ALY Mohamed,ALY M,Mohamed ALY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,190.0,,['Handball'],['Men'],1992-11-13
1932150,RODRIGUEZ Pedro,RODRIGUEZ P,Pedro RODRIGUEZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,197.0,,['Handball'],['Men'],1990-08-22
1932154,MIKLER Roland,MIKLER R,Roland MIKLER,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,192.0,,['Handball'],['Men'],1984-09-20
1932161,BODO Richard,BODO R,Richard BODO,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203.0,,['Handball'],['Men'],1993-03-13
1932168,IMRE Bence,IMRE B,Bence IMRE,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,186.0,,['Handball'],['Men'],2002-10-15
1932182,SANAD Mohammad,SANAD M,Mohammad SANAD,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,188.0,,['Handball'],['Men'],1991-01-16
1932186,ILIC Zoran,ILIC Z,Zoran ILIC,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,197.0,,['Handball'],['Men'],2002-01-02
1932194,LIGETVARI Patrik,LIGETVARI P,Patrik LIGETVARI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203.0,,['Handball'],['Men'],1996-02-13
1932219,BARTUCZ Laszlo,BARTUCZ L,Laszlo BARTUCZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,194.0,,['Handball'],['Men'],1991-11-05
1932221,TAREK Mohamed,TAREK M,Mohamed TAREK,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,202.0,,['Handball'],['Men'],2002-01-15
1932223,SIPOS Adrian,SIPOS A,Adrian SIPOS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,198.0,,['Handball'],['Men'],1990-03-08
1932236,ROSTA Miklos,ROSTA M,Miklos ROSTA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203.0,,['Handball'],['Men'],1999-02-14
1932430,BOKA Bendeguz,BOKA B,Bendeguz BOKA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,195.0,,['Handball'],['Men'],1993-10-02
1932449,SZITA Zoltan,SZITA Z,Zoltan SZITA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,196.0,,['Handball'],['Men'],1998-02-10
1932456,HANUSZ Egon,HANUSZ E,Egon HANUSZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,177.0,,['Handball'],['Men'],1997-09-25
1932470,ANCSIN Gabor,ANCSIN G,Gabor ANCSIN,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,202.0,,['Handball'],['Men'],1990-11-27
1932941,BOEDE BIRO Blanka,BOEDE BIRO B,Blanka BOEDE BIRO,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,187.0,,['Handball'],['Women'],1994-09-22
1932947,ALBEK Anna,ALBEK A,Anna ALBEK,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,189.0,,['Handball'],['Women'],2001-12-02
1932950,BORDAS Reka,BORDAS R,Reka BORDAS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,185.0,,['Handball'],['Women'],1997-08-26
1932956,KUCZORA Csenge,KUCZORA C,Csenge KUCZORA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,176.0,,['Handball'],['Women'],2000-01-26
1932959,SZOLLOSI-SCHATZL Nadine,SZOLLOSI-SCHATZL N,Nadine SZOLLOSI-SCHATZL,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,174.0,,['Handball'],['Women'],1993-11-19
1932963,MARTON Greta,MARTON G,Greta MARTON,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,173.0,,['Handball'],['Women'],1999-10-03
1932969,SIMON Petra,SIMON P,Petra SIMON,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,168.0,,['Handball'],['Women'],2004-11-12
1933094,GYORI-LUKACS Viktoria,GYORI-LUKACS V,Viktoria GYORI-LUKACS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,168.0,,['Handball'],['Women'],1995-10-31
1933287,PAPP Nikoletta,PAPP N,Nikoletta PAPP,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,182.0,,['Handball'],['Women'],1996-07-23
1933307,FUEZI TOVIZI Petra Anita,FUEZI TOVIZI PA,Petra Anita FUEZI TOVIZI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,178.0,,['Handball'],['Women'],1999-03-15
1933313,PASZTOR Noemi,PASZTOR N,Noemi PASZTOR,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,178.0,,['Handball'],['Women'],1999-04-02
1933320,VAMOS Petra,VAMOS P,Petra VAMOS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175.0,,['Handball'],['Women'],2000-09-14
1933327,DEBRECZENI-KLIVINYI Kinga,DEBRECZENI-KLIVIN,Kinga DEBRECZENI-KLIVINYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175.0,,['Handball'],['Women'],1992-03-31
1933340,KLUJBER Katrin,KLUJBER K,Katrin KLUJBER,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,170.0,,['Handball'],['Women'],1999-04-21
1933348,JANURIK Kinga,JANURIK K,Kinga JANURIK,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,176.0,,['Handball'],['Women'],1991-11-06
1933352,SZEMEREY Zsofi,SZEMEREY Z,Zsofi SZEMEREY,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,183.0,,['Handball'],['Women'],1994-06-02
1933356,KACSOR Greta,KACSOR G,Greta KACSOR,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175.0,,['Handball'],['Women'],2000-04-24
1933788,ALMEIDA Teresa,ALMEIDA T,Teresa ALMEIDA,Female,Alternate Athlete,ANG,Angola,Angola,Angola,Angola,ANG,172.0,,['Handball'],['Women'],1988-04-05
1946320,BOUKTIT Sarah,BOUKTIT S,Sarah BOUKTIT,Female,Athlete,FRA,France,France,France,France,FRA,179.0,,['Handball'],['Women'],2002-08-27
1948176,ARCOS Paula,ARCOS P,Paula ARCOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172.0,,['Handball'],['Women'],2001-12-21
1948177,ARDERIUS Silvia Eugenia,ARDERIUS SE,Silvia Eugenia ARDERIUS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168.0,,['Handball'],['Women'],1990-07-11
1948183,CABRAL Alexandrina,CABRAL A,Alexandrina CABRAL,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,175.0,,['Handball'],['Women'],1986-05-05
1948184,CAMPOS Carmen,CAMPOS C,Carmen CAMPOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,171.0,,['Handball'],['Women'],1995-07-10
1948186,CASTELLANOS Mercedes,CASTELLANOS M,Mercedes CASTELLANOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172.0,,['Handball'],['Women'],1988-07-21
1948189,ECHEVERRIA Maitane,ECHEVERRIA M,Maitane ECHEVERRIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168.0,,['Handball'],['Women'],1997-01-15
1948190,FERNANDEZ Alicia,FERNANDEZ A,Alicia FERNANDEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172.0,,['Handball'],['Women'],1992-12-21
1948192,GASSAMA Kaba,GASSAMA K,Kaba GASSAMA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,184.0,,['Handball'],['Women'],1997-08-16
1948194,GONZALEZ Mireya,GONZALEZ M,Mireya GONZALEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,178.0,,['Handball'],['Women'],1991-07-18
1948196,GONZALEZ Lara,GONZALEZ L,Lara GONZALEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,184.0,,['Handball'],['Women'],1992-02-22
1948198,GUTIERREZ Jennifer Maria,GUTIERREZ JM,Jennifer Maria GUTIERREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,169.0,,['Handball'],['Women'],1995-02-20
1948201,LOPEZ Marta,LOPEZ M,Marta LOPEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168.0,,['Handball'],['Women'],1990-02-04
1948202,LOPEZ Soledad,LOPEZ S,Soledad LOPEZ,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,162.0,,['Handball'],['Women'],1992-04-04
1948208,PRIETO Maria,PRIETO M,Maria PRIETO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172.0,,['Handball'],['Women'],1997-10-03
1948214,TCHAPTCHET Lysa,TCHAPTCHET L,Lysa TCHAPTCHET,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183.0,,['Handball'],['Women'],2001-12-20
1948218,WIGGINS Nicole,WIGGINS N,Nicole WIGGINS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,178.0,,['Handball'],['Women'],2000-08-09
1948219,ZOQBI Darly,ZOQBI D,Darly ZOQBI,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,177.0,,['Handball'],['Women'],1982-08-25
1948233,CASADO Agustin,CASADO A,Agustin CASADO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190.0,,['Handball'],['Men'],1996-05-21
1948237,CIKUSA Petar,CIKUSA P,Petar  CIKUSA,Male,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,195.0,,['Handball'],['Men'],2005-12-08
1948238,CORRALES Rodrigo,CORRALES R,Rodrigo CORRALES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,202.0,,['Handball'],['Men'],1991-01-24
1948239,DUJSHEBAEV Alex,DUJSHEBAEV A,Alex DUJSHEBAEV,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,187.0,,['Handball'],['Men'],1992-12-17
1948240,DUJSHEBAEV Daniel,DUJSHEBAEV D,Daniel DUJSHEBAEV,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,197.0,,['Handball'],['Men'],1997-07-04
1948244,FERNANDEZ Daniel,FERNANDEZ D,Daniel FERNANDEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,176.0,,['Handball'],['Men'],2001-03-28
1948246,FIGUERAS Adrian,FIGUERAS A,Adrian FIGUERAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,192.0,,['Handball'],['Men'],1988-08-31
1948251,GARCIANDIA Imanol,GARCIANDIA I,Imanol GARCIANDIA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,202.0,,['Handball'],['Men'],1995-04-30
1948252,GOMEZ Aleix,GOMEZ A,Aleix GOMEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,,['Handball'],['Men'],1997-05-07
1948260,MAQUEDA Jorge,MAQUEDA J,Jorge MAQUEDA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,195.0,,['Handball'],['Men'],1988-02-06
1948268,ODRIOZOLA Kauldi,ODRIOZOLA K,Kauldi ODRIOZOLA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183.0,,['Handball'],['Men'],1997-01-07
1948272,PEREZ de VARGAS Gonzalo,PEREZ de VARGAS G,Gonzalo PEREZ de VARGAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190.0,,['Handball'],['Men'],1991-01-10
1948278,RODRIGUEZ Javier,RODRIGUEZ J,Javier RODRIGUEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,200.0,,['Handball'],['Men'],2002-07-22
1948280,SANCHEZ-MIGALLON Miguel,SANCHEZ-MIGALLON M,Miguel SANCHEZ-MIGALLON,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,200.0,,['Handball'],['Men'],1995-02-08
